Area_m2,YearBuilt,Furnished,Renovated,Location,PropertyType,HasBasement,ParkingSpaces,Bedrooms,Bathrooms,Condition,Price
100.6,2013.0,No,Yes,Centar,Vila,No,0.0,1,1,Fair,356000
69.0,1998.0,Yes,No,Vracar,Kuca,Yes,3.0,1,2,Fair,187700
55.1,1991.0,Yes,Yes,Zemun,Stan,No,0.0,1,2,Good,98800
55.6,1961.0,,No,Vracar,Stan,No,2.0,5,1,Good,141000
20.0,1985.0,No,No,Vracar,Stan,No,0.0,3,1,Fair,51200
79.8,1957.0,Yes,Yes,Predgradje,Stan,Yes,2.0,1,1,Fair,82400
71.5,1977.0,No,No,Periferia,Stan,No,1.0,3,1,Good,107300
60.1,2009.0,Yes,No,Zemun,Vila,No,0.0,3,1,Excellent,202300
97.0,1998.0,Yes,Yes,Zemun,Stan,Yes,2.0,1,2,Good,185700
30.4,1987.0,Yes,No,Zemun,Stan,No,0.0,2,1,Fair,57300
50.1,2007.0,No,Yes,Novi Beograd,Stan,No,,3,1,Fair,107000
43.7,1954.0,Yes,No,Novi Beograd,Studio,Yes,0.0,2,2,,84800
58.0,1995.0,No,Yes,Centar,Kuca,No,0.0,4,1,Fair,149700
66.7,,Yes,No,Vracar,Kuca,No,2.0,3,1,Good,192500
75.8,1974.0,No,No,Vracar,Stan,No,1.0,1,2,Good,177600
56.3,1950.0,Yes,No,Novi Beograd,Studio,No,1.0,4,2,Good,111500
43.1,2018.0,No,Yes,Predgradje,Stan,No,0.0,1,2,Good,51000
107.2,1989.0,No,Yes,Predgradje,Studio,No,1.0,4,1,Fair,101000
125.3,2017.0,Yes,No,Zemun,Kuca,No,1.0,2,1,Fair,221600
68.6,2018.0,,Yes,Vracar,Stan,No,1.0,3,3,Good,179400
46.1,2018.0,No,No,Periferia,Stan,Yes,1.0,3,1,Fair,56600
101.9,1965.0,Yes,No,Centar,Kuca,No,1.0,2,2,Fair,273400
28.8,2003.0,No,No,Periferia,Stan,Yes,3.0,2,1,Good,47000
56.6,2012.0,Yes,No,Centar,Studio,No,1.0,3,1,Fair,114000
47.6,1967.0,No,No,Periferia,Stan,No,0.0,3,2,Poor,36800
36.0,1966.0,No,No,Novi Beograd,Stan,No,0.0,2,2,Excellent,91100
58.0,1953.0,,No,Periferia,Stan,No,1.0,5,3,,92500
43.4,1958.0,No,Yes,Predgradje,Stan,Yes,0.0,3,1,Fair,46400
65.3,1980.0,Yes,No,Centar,Stan,Yes,1.0,2,2,Poor,128700
65.7,1954.0,Yes,No,Vracar,Stan,No,2.0,3,1,Good,148500
49.5,1965.0,Yes,No,Predgradje,Kuca,Yes,2.0,2,2,,60400
55.7,1991.0,No,No,Vracar,Stan,Yes,1.0,4,1,Good,134200
59.2,1990.0,Yes,Yes,Periferia,Vila,No,1.0,2,1,,107100
85.2,1979.0,No,No,Zemun,Kuca,No,1.0,2,1,Fair,167600
61.3,1975.0,No,No,Novi Beograd,Studio,No,1.0,1,1,Good,99600
85.6,1998.0,,Yes,Novi Beograd,Stan,Yes,2.0,5,2,Excellent,246000
79.6,1980.0,No,Yes,Novi Beograd,Stan,No,1.0,2,1,Fair,157400
79.3,1999.0,Yes,Yes,Periferia,Stan,No,0.0,2,2,Fair,98600
99.7,1964.0,,No,Novi Beograd,Kuca,Yes,1.0,2,1,Fair,225600
37.0,2001.0,Yes,No,Vracar,Studio,No,1.0,2,1,,65000
53.2,1987.0,No,No,Vracar,Stan,Yes,,2,1,Excellent,130500
109.1,1987.0,No,No,Zemun,Stan,No,0.0,3,3,Good,206400
58.6,2009.0,No,No,Periferia,Studio,No,2.0,1,2,Good,79200
20.0,,Yes,No,Predgradje,Stan,No,1.0,3,1,Good,24100
59.9,1993.0,Yes,Yes,Vracar,Kuca,No,2.0,2,1,Excellent,198800
68.4,2012.0,Yes,Yes,Periferia,Kuca,No,0.0,3,1,Excellent,143000
20.0,1999.0,Yes,No,Periferia,Studio,No,0.0,2,2,Poor,16200
98.3,1971.0,Yes,Yes,Zemun,Stan,No,0.0,3,2,Fair,176000
47.2,2021.0,No,Yes,Predgradje,Stan,No,1.0,1,1,Good,67700
73.2,2003.0,No,Yes,Novi Beograd,Kuca,No,1.0,2,1,Good,190300
59.4,1958.0,Yes,Yes,Centar,Vila,Yes,2.0,2,2,Excellent,275100
32.8,1964.0,Yes,No,Periferia,Stan,No,1.0,2,1,Good,48700
38.2,1997.0,No,No,Vracar,Stan,No,3.0,2,2,Excellent,122100
41.6,1969.0,No,No,Periferia,Kuca,No,0.0,3,1,Fair,52700
92.1,1984.0,Yes,No,Periferia,Vila,No,0.0,3,2,Excellent,230600
61.3,2016.0,Yes,No,Centar,Studio,No,0.0,2,1,Fair,120100
52.0,2009.0,No,No,Periferia,Vila,No,1.0,2,2,Excellent,5000
41.6,1983.0,No,Yes,Vracar,Stan,No,0.0,3,2,Fair,79700
94.9,,Yes,No,Vracar,Stan,Yes,1.0,5,1,Good,241000
101.6,2003.0,No,Yes,Zemun,Kuca,Yes,0.0,2,1,Good,232300
94.6,1961.0,No,No,Predgradje,Studio,No,0.0,1,1,Good,72200
77.3,1968.0,Yes,No,Centar,Stan,Yes,1.0,2,3,Good,195500
72.2,1975.0,No,Yes,Vracar,Stan,Yes,,2,3,Excellent,215300
34.6,1972.0,Yes,No,Zemun,Studio,Yes,2.0,2,2,Good,62400
58.9,1982.0,No,Yes,Zemun,Stan,No,2.0,4,1,Good,119000
47.9,2006.0,No,Yes,Zemun,Stan,No,0.0,2,1,Poor,75100
20.0,1979.0,Yes,No,Centar,Kuca,Yes,2.0,2,3,Excellent,80700
91.4,1972.0,No,No,Novi Beograd,Kuca,No,1.0,5,3,Good,233300
47.6,2023.0,No,No,Novi Beograd,Kuca,No,1.0,1,1,Good,114100
94.9,1985.0,No,No,Periferia,Stan,No,0.0,1,2,Poor,90400
87.0,1992.0,Yes,Yes,Novi Beograd,Kuca,No,1.0,2,2,Good,236900
78.9,2015.0,Yes,Yes,Novi Beograd,Kuca,No,0.0,1,1,Poor,159900
80.3,2002.0,No,No,Predgradje,Kuca,No,0.0,3,1,Poor,79200
49.6,2009.0,No,No,Centar,Kuca,Yes,0.0,2,2,Good,143500
111.4,1986.0,No,No,Predgradje,Stan,No,1.0,3,1,Fair,104100
66.1,2010.0,Yes,Yes,Zemun,Stan,No,1.0,3,1,Fair,112400
72.5,2002.0,Yes,No,Periferia,Stan,No,2.0,2,1,Good,91900
48.8,1961.0,Yes,No,Novi Beograd,Stan,No,1.0,3,3,Poor,80500
41.7,1984.0,No,No,Centar,Kuca,No,3.0,3,2,Fair,113600
76.9,2016.0,No,No,Zemun,Studio,No,2.0,4,2,Fair,119200
70.4,1987.0,,No,Periferia,Kuca,No,0.0,1,2,,115500
45.3,1973.0,,Yes,Zemun,Studio,No,1.0,2,3,Good,73100
29.0,1989.0,Yes,No,Centar,Stan,No,1.0,4,1,Good,90300
33.3,2014.0,No,Yes,Periferia,Stan,Yes,1.0,2,1,Fair,58600
94.9,2006.0,No,No,Periferia,Stan,No,1.0,1,1,Poor,109800
49.7,2021.0,No,No,Zemun,Stan,No,1.0,3,3,Poor,67500
56.5,1994.0,Yes,No,Periferia,Stan,Yes,0.0,2,1,Good,92200
101.3,2021.0,Yes,Yes,Periferia,Kuca,No,1.0,2,2,Excellent,198400
36.9,1962.0,Yes,Yes,Zemun,Vila,Yes,0.0,4,1,Fair,93000
46.8,1955.0,No,No,Centar,Stan,No,0.0,3,1,Fair,100800
45.8,2020.0,Yes,Yes,Vracar,Stan,No,1.0,3,1,Fair,105100
105.5,1996.0,No,No,Centar,Studio,Yes,1.0,2,1,Good,235700
114.8,1993.0,No,Yes,Vracar,Stan,Yes,0.0,3,1,Good,285200
83.8,,Yes,No,Vracar,Studio,No,1.0,3,2,Good,176200
84.6,1952.0,Yes,Yes,Centar,Kuca,No,1.0,2,2,Excellent,298500
50.5,2003.0,No,No,Novi Beograd,Vila,No,0.0,2,3,Good,175900
113.7,1987.0,Yes,No,Centar,Stan,No,1.0,3,1,Fair,266700
71.7,1953.0,Yes,No,Periferia,Kuca,Yes,0.0,2,2,Fair,100400
86.3,1966.0,No,Yes,Predgradje,Stan,Yes,2.0,2,3,Good,103500
62.4,1986.0,No,No,Centar,Kuca,No,0.0,2,1,Good,172100
58.3,1985.0,No,No,Predgradje,Stan,No,1.0,2,2,Good,56900
106.6,2007.0,Yes,Yes,Vracar,Stan,No,2.0,2,2,Good,261300
78.5,1990.0,No,No,Novi Beograd,Kuca,No,2.0,4,1,Good,193500
101.3,1957.0,Yes,No,Centar,Kuca,Yes,2.0,2,1,Excellent,349000
71.4,2016.0,Yes,Yes,Vracar,Studio,No,0.0,2,1,Good,145500
43.8,1979.0,Yes,No,Periferia,Kuca,Yes,0.0,2,2,Good,81800
50.4,2001.0,Yes,No,Zemun,Kuca,Yes,1.0,2,1,Fair,97500
67.6,1974.0,No,Yes,Centar,Stan,Yes,1.0,1,1,,183500
49.3,,No,Yes,Centar,Kuca,Yes,2.0,1,2,,180400
37.3,2008.0,No,No,Vracar,Kuca,Yes,0.0,2,1,Good,107500
95.0,1979.0,No,No,Novi Beograd,Studio,No,,2,1,Good,167700
51.4,2016.0,Yes,No,Novi Beograd,Vila,No,1.0,2,1,Good,176400
68.5,,Yes,No,Novi Beograd,Stan,Yes,2.0,5,3,Poor,141000
72.4,2006.0,,Yes,Periferia,Studio,No,0.0,2,1,Good,83800
50.3,2012.0,No,Yes,Predgradje,Stan,No,2.0,3,1,,60200
101.3,1981.0,No,No,Vracar,Stan,Yes,1.0,2,1,Excellent,279000
37.1,2000.0,,No,Predgradje,Kuca,No,2.0,2,1,Excellent,72500
71.5,2012.0,No,Yes,Novi Beograd,Stan,Yes,1.0,3,2,Fair,165300
71.2,1950.0,Yes,No,Vracar,Kuca,Yes,2.0,1,2,Fair,169400
63.6,1968.0,Yes,No,Novi Beograd,Stan,No,,1,2,Good,134200
32.6,1984.0,Yes,No,Zemun,Stan,Yes,2.0,1,1,Fair,64700
86.8,2012.0,,Yes,Predgradje,Kuca,No,1.0,2,1,Poor,94100
83.6,1975.0,Yes,Yes,Zemun,Kuca,Yes,1.0,3,1,Good,178300
48.1,1962.0,,No,Novi Beograd,Vila,No,0.0,3,1,Good,147300
82.7,1972.0,No,No,Zemun,Kuca,No,1.0,2,2,Fair,143900
74.4,1984.0,No,Yes,Centar,Kuca,Yes,0.0,2,1,Excellent,273900
33.0,1961.0,No,No,Periferia,Stan,No,0.0,4,1,Excellent,56300
43.7,1958.0,No,Yes,Vracar,Stan,No,0.0,2,1,Good,114700
93.5,2016.0,No,Yes,Vracar,Stan,No,0.0,3,1,Excellent,263800
72.7,1993.0,Yes,Yes,Zemun,Kuca,No,1.0,4,2,Fair,151700
50.9,2010.0,Yes,Yes,Zemun,Kuca,No,0.0,2,1,Fair,105800
43.5,1970.0,,No,Centar,Stan,No,0.0,1,2,Fair,97000
52.1,1956.0,No,No,Zemun,Kuca,Yes,0.0,5,2,Good,116000
53.9,1960.0,Yes,Yes,Novi Beograd,Kuca,Yes,1.0,2,1,Excellent,195100
43.9,1994.0,No,No,Zemun,Stan,Yes,1.0,2,3,Good,112300
21.5,1981.0,Yes,No,Periferia,Stan,No,1.0,2,1,Excellent,40800
93.5,1985.0,Yes,Yes,Periferia,Studio,No,1.0,2,1,Good,128900
89.3,1986.0,Yes,No,Zemun,Kuca,Yes,1.0,5,2,Good,191300
33.2,1990.0,Yes,No,Vracar,Studio,Yes,2.0,1,1,Good,74600
68.4,1998.0,Yes,No,Centar,Stan,Yes,0.0,2,1,Poor,130000
42.4,1964.0,No,No,Periferia,Vila,Yes,2.0,3,3,Poor,73900
58.5,1962.0,Yes,Yes,Novi Beograd,Stan,No,0.0,2,2,Good,134300
56.4,2002.0,Yes,Yes,Vracar,Stan,Yes,1.0,3,1,Good,167100
54.3,1982.0,,No,Novi Beograd,Vila,Yes,1.0,5,2,Good,181200
115.1,2021.0,No,No,Centar,Stan,No,0.0,4,2,Good,308200
54.0,1981.0,No,Yes,Zemun,Kuca,No,1.0,2,1,Fair,102300
44.8,1997.0,Yes,Yes,Centar,Stan,No,2.0,3,2,Good,123900
45.9,2017.0,Yes,No,Zemun,Kuca,No,1.0,1,2,Good,101100
91.1,2006.0,Yes,No,Novi Beograd,Vila,Yes,1.0,2,3,Good,323800
23.7,2011.0,No,Yes,Centar,Stan,No,0.0,2,2,Excellent,64000
45.9,1951.0,Yes,Yes,Vracar,Kuca,Yes,2.0,3,1,Good,138700
101.2,1965.0,Yes,No,Centar,Stan,No,2.0,2,2,Good,268200
71.1,1957.0,Yes,No,Novi Beograd,Kuca,No,1.0,3,1,Excellent,205100
69.8,1968.0,Yes,No,Zemun,Stan,No,2.0,2,2,Excellent,159600
118.3,1981.0,No,Yes,Centar,Stan,No,0.0,4,1,Excellent,357500
71.2,2016.0,Yes,No,Periferia,Stan,No,1.0,2,2,Fair,111500
47.3,1981.0,Yes,No,Centar,Stan,Yes,1.0,4,1,Poor,89100
57.9,1974.0,No,No,Novi Beograd,Vila,No,1.0,3,3,Fair,176000
36.6,2002.0,No,No,Zemun,Stan,No,0.0,5,1,Fair,61000
96.4,1974.0,Yes,No,Novi Beograd,Stan,Yes,3.0,3,1,Excellent,261300
79.4,1982.0,No,Yes,Centar,Stan,No,2.0,3,2,Good,208000
93.1,1980.0,No,Yes,Novi Beograd,Stan,No,2.0,2,1,Poor,167100
95.3,1985.0,Yes,Yes,Novi Beograd,Kuca,Yes,0.0,3,1,Fair,226300
54.6,1998.0,No,Yes,Periferia,Vila,No,0.0,2,3,Fair,95400
41.4,1993.0,Yes,No,Novi Beograd,Stan,No,1.0,1,2,Good,96800
63.7,1997.0,Yes,No,Periferia,Studio,Yes,2.0,3,2,Good,89800
43.2,1979.0,Yes,No,Periferia,Kuca,No,2.0,2,1,Excellent,94100
69.1,1962.0,No,No,Vracar,Stan,No,0.0,2,2,Excellent,192500
93.3,1992.0,No,No,Predgradje,Kuca,No,1.0,2,1,Fair,93900
60.8,1965.0,Yes,Yes,Novi Beograd,Kuca,No,1.0,2,1,Fair,151100
68.7,1975.0,Yes,No,Predgradje,Kuca,No,0.0,1,2,Fair,85200
62.7,1996.0,No,No,Centar,Studio,Yes,1.0,2,2,Good,145900
85.1,1986.0,No,Yes,Zemun,Stan,Yes,0.0,1,2,Excellent,193000
48.3,1952.0,No,No,Vracar,Vila,Yes,1.0,3,2,Good,174800
20.0,1975.0,Yes,No,Novi Beograd,Studio,No,2.0,1,2,Good,50200
76.8,1964.0,,No,Zemun,Stan,No,2.0,4,2,Good,153200
89.7,2015.0,Yes,No,Zemun,Kuca,No,1.0,5,1,Poor,156300
76.2,1977.0,No,No,Centar,Stan,No,0.0,2,1,Poor,146200
49.0,1987.0,Yes,Yes,Centar,Vila,Yes,1.0,2,1,Good,199900
36.6,1993.0,Yes,No,Zemun,Kuca,No,2.0,1,1,Good,101000
77.4,2002.0,Yes,No,Zemun,Stan,No,1.0,4,3,,120400
68.5,1953.0,No,No,Predgradje,Stan,No,1.0,3,1,Good,66200
61.9,2021.0,No,No,Periferia,Kuca,No,2.0,3,2,Excellent,120100
110.6,1993.0,No,No,Predgradje,Stan,No,2.0,4,2,Good,144700
41.3,1995.0,Yes,No,Zemun,Stan,No,2.0,4,2,Good,84400
109.4,1975.0,No,No,Novi Beograd,Stan,No,2.0,4,2,Good,226100
65.8,1962.0,Yes,No,Centar,Stan,No,1.0,3,1,Good,161200
20.0,2018.0,No,No,Periferia,Stan,Yes,2.0,4,3,Good,48700
60.5,1993.0,No,No,Zemun,Stan,No,1.0,4,3,Excellent,137900
89.0,,No,No,Centar,Stan,Yes,0.0,2,2,Fair,206900
55.9,2000.0,No,Yes,Novi Beograd,Kuca,Yes,1.0,5,3,Good,159000
28.1,1962.0,No,No,Predgradje,Kuca,Yes,1.0,3,1,Fair,43400
60.9,1990.0,No,No,Vracar,Stan,Yes,0.0,2,1,Fair,138700
43.6,1960.0,Yes,No,Vracar,Stan,No,3.0,2,2,Good,101600
77.3,1986.0,No,Yes,Vracar,Kuca,No,0.0,3,2,Excellent,257900
84.3,2009.0,,No,Novi Beograd,Stan,No,2.0,2,1,Good,201400
38.6,1981.0,No,No,Novi Beograd,Stan,Yes,0.0,4,2,,82500
47.4,1994.0,No,No,Novi Beograd,Stan,Yes,1.0,1,1,Fair,92100
83.9,1967.0,Yes,No,Centar,Studio,No,1.0,4,3,Good,176700
43.5,1969.0,Yes,No,Periferia,Studio,No,1.0,2,2,Fair,49200
37.9,1993.0,No,Yes,Vracar,Studio,No,0.0,2,1,Fair,70600
35.5,1985.0,Yes,No,Periferia,Kuca,No,3.0,4,3,Good,67100
73.8,2018.0,No,Yes,Periferia,Kuca,No,1.0,2,1,Poor,98400
72.7,1986.0,No,Yes,Novi Beograd,Stan,No,,4,1,Good,162900
47.9,1982.0,Yes,Yes,Zemun,Kuca,No,0.0,2,1,Good,115200
65.1,1968.0,Yes,No,Vracar,Stan,No,1.0,4,1,Fair,140600
103.2,2000.0,No,Yes,Periferia,Kuca,No,2.0,2,1,Good,186500
40.6,1981.0,Yes,Yes,Novi Beograd,Studio,No,0.0,1,1,Good,86900
20.0,1971.0,Yes,Yes,Zemun,Kuca,No,,4,3,Good,49800
76.4,1950.0,Yes,No,Zemun,Stan,Yes,1.0,2,1,Good,129700
62.2,2003.0,Yes,No,Novi Beograd,Stan,No,2.0,4,1,Fair,138100
47.2,1969.0,Yes,No,Centar,Kuca,No,1.0,4,2,Excellent,173200
81.3,2007.0,No,No,Zemun,Kuca,Yes,1.0,1,2,Good,170100
86.0,1984.0,Yes,Yes,Zemun,Studio,No,1.0,2,3,,119800
20.0,2019.0,Yes,Yes,Novi Beograd,Stan,No,2.0,1,2,Fair,54500
48.7,2019.0,No,Yes,Zemun,Studio,No,0.0,2,2,,67000
122.9,2010.0,No,No,Novi Beograd,Kuca,No,0.0,2,1,Poor,232100
79.6,2012.0,Yes,No,Zemun,Studio,No,0.0,3,1,Good,128500
81.9,2010.0,No,Yes,Centar,Kuca,No,0.0,5,1,Poor,199000
94.3,2006.0,No,No,Periferia,Kuca,No,0.0,2,1,Fair,128000
65.4,1952.0,No,No,Novi Beograd,Kuca,Yes,0.0,2,1,Good,174800
84.9,1994.0,No,Yes,Novi Beograd,Kuca,No,1.0,3,2,Fair,186000
83.0,1964.0,No,Yes,Centar,Vila,No,0.0,2,1,Good,307900
78.5,1966.0,Yes,No,Centar,Stan,No,1.0,3,3,Good,192600
56.9,1964.0,No,Yes,Vracar,Stan,Yes,2.0,2,3,Fair,132600
69.3,1954.0,No,No,Novi Beograd,Vila,No,0.0,4,2,Good,225200
50.3,1995.0,No,No,Periferia,Kuca,No,1.0,3,2,Good,96800
65.3,1960.0,Yes,No,Centar,Kuca,No,0.0,2,1,Good,188400
35.8,2013.0,Yes,No,Novi Beograd,Stan,Yes,,3,1,Fair,89700
45.2,1963.0,No,Yes,Novi Beograd,Stan,Yes,,4,3,Good,100300
57.9,1988.0,Yes,Yes,Centar,Studio,No,2.0,4,1,Excellent,152400
41.4,2016.0,Yes,Yes,Centar,Kuca,No,1.0,2,1,Good,143700
52.4,2004.0,No,Yes,Vracar,Stan,No,2.0,2,1,,128900
60.9,,Yes,No,Vracar,Stan,No,,2,2,Good,152500
75.1,1954.0,,No,Vracar,Studio,No,0.0,2,1,Good,138900
88.7,2001.0,No,Yes,Vracar,Stan,No,0.0,2,3,Good,234600
53.4,1971.0,No,No,Zemun,Studio,No,1.0,3,1,Good,88400
98.4,1993.0,No,Yes,Centar,Stan,No,3.0,1,2,Good,253800
88.5,2008.0,No,Yes,Vracar,Kuca,Yes,1.0,2,3,Excellent,301300
77.6,,Yes,No,Predgradje,Vila,Yes,0.0,1,2,,117000
68.8,1970.0,No,Yes,Vracar,Kuca,No,,1,2,Good,191500
73.0,,Yes,Yes,Zemun,Stan,No,0.0,2,1,Fair,124900
94.7,,Yes,Yes,Novi Beograd,Kuca,No,1.0,3,3,Excellent,318300
95.6,1996.0,No,No,Periferia,Stan,No,0.0,5,2,,166300
98.4,1984.0,Yes,No,Periferia,Stan,No,0.0,3,1,Fair,101800
66.0,1956.0,No,Yes,Vracar,Vila,No,1.0,2,1,Good,247700
78.9,2005.0,Yes,No,Predgradje,Studio,No,1.0,4,1,,78100
98.6,2001.0,Yes,Yes,Centar,Kuca,No,0.0,1,2,Good,306100
49.4,1995.0,No,No,Centar,Stan,No,2.0,1,1,Good,129900
57.0,1958.0,No,No,Periferia,Stan,Yes,0.0,2,2,Fair,69600
65.4,2007.0,Yes,No,Periferia,Stan,No,1.0,2,2,Excellent,107200
87.5,1972.0,No,No,Centar,Kuca,No,0.0,3,1,Fair,231100
87.9,1952.0,Yes,No,Novi Beograd,Studio,No,2.0,4,3,Good,176300
59.2,2010.0,,No,Centar,Kuca,No,2.0,3,2,Good,169900
27.3,1958.0,Yes,No,Novi Beograd,Studio,No,0.0,2,1,,35700
71.2,2002.0,Yes,No,Periferia,Stan,No,0.0,2,3,Fair,82400
42.0,2017.0,Yes,No,Vracar,Stan,Yes,2.0,2,3,Fair,119700
27.8,1998.0,No,Yes,Novi Beograd,Stan,Yes,1.0,4,2,Good,84600
33.4,2019.0,No,Yes,Novi Beograd,Stan,No,1.0,2,1,,80000
73.2,1997.0,Yes,Yes,Centar,Stan,No,0.0,2,1,Fair,182600
99.0,1956.0,No,No,Novi Beograd,Vila,No,3.0,2,3,Fair,281000
66.0,1980.0,Yes,No,Zemun,Stan,No,2.0,3,2,Poor,99400
70.3,2005.0,Yes,Yes,Predgradje,Vila,No,0.0,3,2,Good,133000
94.6,2010.0,Yes,No,Periferia,Stan,Yes,1.0,2,3,Good,136800
26.4,1954.0,Yes,No,Centar,Vila,No,2.0,3,1,Poor,77800
78.0,1979.0,No,Yes,Periferia,Kuca,Yes,1.0,3,1,Good,135400
64.7,1971.0,,Yes,Periferia,Vila,No,1.0,3,3,Poor,117500
79.2,1966.0,No,No,Periferia,Stan,Yes,1.0,4,1,Excellent,120900
52.9,1959.0,No,No,Vracar,Kuca,No,0.0,4,1,Excellent,166700
44.6,2020.0,No,Yes,Novi Beograd,Vila,No,2.0,2,3,Good,152500
68.5,2017.0,No,No,Novi Beograd,Stan,Yes,1.0,3,2,Excellent,193900
106.2,1991.0,Yes,No,Centar,Stan,No,1.0,3,2,Excellent,325700
86.5,1976.0,Yes,No,Novi Beograd,Stan,No,0.0,1,2,Excellent,230000
52.3,1956.0,No,No,Novi Beograd,Vila,No,2.0,4,1,Good,160500
31.5,1972.0,Yes,No,Vracar,Kuca,No,2.0,2,2,,77700
22.9,1957.0,Yes,No,Zemun,Kuca,No,1.0,3,2,Fair,60600
97.9,1957.0,No,Yes,Vracar,Stan,No,2.0,2,1,Fair,208500
41.1,1954.0,Yes,No,Centar,Stan,No,0.0,3,2,Good,111200
56.9,2020.0,No,No,Predgradje,Studio,No,2.0,1,1,Fair,45500
98.0,1951.0,Yes,No,Predgradje,Stan,No,1.0,2,1,Fair,81900
24.7,2000.0,No,No,Periferia,Kuca,Yes,0.0,1,1,Good,52500
102.3,2015.0,No,Yes,Predgradje,Vila,Yes,0.0,2,1,Fair,167300
58.7,1961.0,Yes,Yes,Vracar,Stan,No,0.0,5,3,Good,143100
36.3,1996.0,No,No,Predgradje,Kuca,No,2.0,1,1,Excellent,70500
58.8,2004.0,No,Yes,Centar,Stan,Yes,2.0,2,1,Good,158200
46.9,1975.0,No,Yes,Novi Beograd,Kuca,No,1.0,3,1,Good,115300
76.0,1994.0,No,No,Novi Beograd,Stan,Yes,0.0,1,2,Good,167300
48.8,2011.0,No,No,Centar,Kuca,No,3.0,1,1,Good,147300
20.0,2019.0,Yes,No,Centar,Stan,Yes,0.0,1,1,Fair,44800
59.5,,Yes,Yes,Zemun,Stan,Yes,1.0,3,2,Excellent,137600
31.1,1975.0,No,Yes,Periferia,Kuca,No,2.0,4,2,Fair,56100
70.1,1963.0,Yes,No,Zemun,Stan,No,0.0,4,3,Poor,104100
35.3,2006.0,,No,Centar,Kuca,Yes,1.0,5,2,Good,139900
52.8,1981.0,Yes,No,Periferia,Stan,No,0.0,3,1,Fair,76000
69.6,2011.0,No,No,Zemun,Kuca,No,0.0,5,2,Good,900000
59.7,1979.0,No,No,Novi Beograd,Stan,No,1.0,2,2,Poor,119200
71.3,1962.0,No,Yes,Zemun,Kuca,No,0.0,2,1,Fair,132900
82.0,1989.0,No,No,Novi Beograd,Stan,No,1.0,2,1,Fair,163300
36.1,1980.0,No,Yes,Novi Beograd,Stan,Yes,0.0,1,1,Poor,57900
63.4,1986.0,No,Yes,Predgradje,Stan,Yes,1.0,4,1,Good,81200
20.0,1994.0,Yes,No,Novi Beograd,Kuca,No,0.0,1,1,Excellent,60400
71.2,2008.0,,Yes,Vracar,Stan,Yes,2.0,3,3,Good,194200
57.5,1977.0,No,No,Periferia,Studio,No,0.0,2,2,Excellent,84400
40.4,2010.0,Yes,Yes,Zemun,Studio,Yes,2.0,1,1,Fair,70000
72.9,1968.0,No,No,Centar,Stan,No,1.0,2,1,Fair,173000
94.3,1992.0,No,Yes,Centar,Kuca,Yes,1.0,2,1,Fair,252300
53.1,2008.0,No,No,Centar,Stan,No,2.0,5,1,Good,153800
41.4,1965.0,Yes,No,Zemun,Stan,No,0.0,3,2,Good,69900
69.1,2018.0,Yes,No,Vracar,Kuca,No,0.0,3,2,Good,185500
31.6,1993.0,No,No,Centar,Kuca,No,0.0,1,1,Good,87000
48.5,2015.0,Yes,No,Predgradje,Kuca,No,1.0,2,1,Good,66400
95.6,1959.0,No,No,Vracar,Stan,No,3.0,1,2,Good,217100
66.6,1996.0,No,No,Novi Beograd,Stan,No,0.0,3,1,Excellent,170900
20.0,1968.0,No,No,Vracar,Stan,No,2.0,2,1,Fair,38400
20.1,2000.0,No,No,Zemun,Kuca,No,1.0,3,1,Good,46000
69.1,1962.0,Yes,Yes,Centar,Kuca,Yes,0.0,3,1,Good,212800
86.6,2012.0,No,No,Novi Beograd,Kuca,Yes,,2,2,Good,226700
24.6,1965.0,Yes,No,Periferia,Stan,No,3.0,3,2,Fair,30600
76.2,2002.0,,No,Vracar,Stan,No,2.0,3,1,Good,185600
98.3,1984.0,No,Yes,Vracar,Stan,Yes,1.0,2,1,Good,247500
112.2,2008.0,No,No,Vracar,Stan,Yes,0.0,3,2,Good,265300
73.3,1988.0,No,Yes,Centar,Stan,Yes,,3,1,Fair,170200
77.7,2016.0,Yes,No,Centar,Studio,No,1.0,2,1,Excellent,195700
20.0,2022.0,No,No,Vracar,Studio,Yes,1.0,2,3,Good,46500
117.5,,Yes,No,Novi Beograd,Kuca,Yes,1.0,2,2,Good,310900
50.6,1999.0,No,No,Centar,Stan,No,2.0,4,2,Good,130900
41.7,2002.0,No,Yes,Periferia,Stan,No,0.0,2,2,Excellent,74000
58.6,1995.0,Yes,No,Predgradje,Studio,No,1.0,1,1,Fair,48100
102.8,2001.0,Yes,Yes,Periferia,Stan,No,3.0,1,2,Fair,136100
120.2,1978.0,Yes,No,Periferia,Vila,No,0.0,2,1,Good,254000
68.1,1954.0,No,No,Novi Beograd,Stan,No,0.0,1,1,Good,137900
90.0,2016.0,No,Yes,Predgradje,Stan,Yes,0.0,2,1,Poor,74700
66.1,2023.0,No,No,Centar,Vila,No,0.0,2,1,Excellent,291500
39.1,1989.0,No,No,Predgradje,Stan,No,1.0,4,1,Good,38000
101.9,2021.0,No,Yes,Predgradje,Kuca,Yes,0.0,4,1,Good,132700
49.4,1951.0,No,No,Zemun,Kuca,Yes,0.0,2,1,Fair,96000
103.4,2017.0,No,No,Predgradje,Stan,Yes,1.0,4,1,Fair,111300
